,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
236,0.38274736404418946,0.018545323157335508,0.006248569488525391,0.007652903440547591,0.001,"(100, 25, 100)",14,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 14}",0.9913793103448273,0.9913043478260867,0.9827586206896546,1.0,0.9743589743589743,0.9879618247863327,0.008712029632541673,180,0.9978118161925602,0.992399565689467,0.9713071200850126,0.9989071038251368,0.972340425531917,0.9865532062648187,0.012231118353786475
237,0.37913899421691893,0.012465182364303724,0.006253671646118164,0.007659157530835807,0.001,"(100, 25, 100)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 15}",1.0,0.9827586206896546,0.9956331877729255,0.9827586206896554,0.9785407725321887,0.9879466596943801,0.008328562281438879,188,0.9978118161925601,0.9806866952789673,0.9967284623773169,0.9923995656894689,0.9849137931034494,0.9905080665283525,0.00668387733463978
238,0.3809218406677246,0.021661873693529805,0.0031241893768310545,0.006248378753662109,0.001,"(100, 25, 100)",16,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 16}",0.9913793103448273,1.0,1.0,0.9870129870129869,0.9956331877729258,0.9948062153044618,0.0050413181251894035,111,0.9945474372955289,1.0,1.0,0.9945593035908605,0.9989071038251367,0.9976027689423053,0.00252160487752389
239,0.41789774894714354,0.01023019569971838,0.010680150985717774,0.00640402611374712,0.001,"(100, 25, 100)",17,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 17}",0.9956709956709955,1.0,0.9956331877729255,0.9956331877729256,0.9956331877729258,0.9965144021683474,0.0017432047499420938,90,0.9978118161925601,0.9978165938864626,0.9989071038251365,1.0,0.997816593886463,0.9984704215581244,0.0008739615424244121
240,0.3600548267364502,0.013049687151875336,0.013798856735229492,0.0073454155802883635,0.0001,"(50, 50)",2,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 2}",1.0,0.9913043478260867,1.0,0.9785407725321889,0.9956331877729256,0.9931016419363923,0.007958175139225108,135,0.9956331877729256,0.9934782608695643,0.994559303590859,0.997816593886463,0.9967284623773176,0.9956431616994259,0.0015338401816964494
241,0.37467231750488283,0.040839140670259656,0.015627002716064452,1.0803913643931891e-05,0.0001,"(50, 50)",3,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 3}",1.0,0.9785407725321881,1.0,0.9785407725321889,0.9539748953974891,0.9822269946727028,0.0170692349214565,249,0.9989047097480832,0.9881081081081068,0.9989071038251364,0.9817400644468335,0.9651531151003204,0.9865626202456961,0.01255966508999244
242,0.306963586807251,0.034849322236123303,0.010674667358398438,0.006399643049705072,0.0001,"(50, 50)",4,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 4}",0.9871244635193127,0.9344262295081951,0.9579831932773099,0.987012987012987,0.966101694915254,0.9665298841571166,0.019739253284126908,294,0.9859459459459458,0.9520833333333285,0.9471502590673521,0.9881081081081097,0.9838536060279892,0.971428250496545,0.01792772868533038
243,0.2856315612792969,0.019993024677171897,0.004425573348999024,0.006139172951986922,0.0001,"(50, 50)",5,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 5}",0.9829059829059823,0.9785407725321881,0.9870129870129865,0.9743589743589745,0.9620253164556958,0.9769762309574461,0.008585268039149267,279,0.9702127659574467,0.9764957264957242,0.9754535752401254,0.9796355841371939,0.9806866952789727,0.9764968694218925,0.0036873999290707947
244,0.26062703132629395,0.008771517620331362,0.004430246353149414,0.006140622016764528,0.0001,"(50, 50)",6,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 6}",1.0,0.9827586206896546,1.0,0.9827586206896551,0.9620253164556958,0.985521382797855,0.014045285103902058,217,1.0,0.9806866952789682,1.0,0.9806866952789717,0.9859762675296678,0.9894699316175215,0.008812046870004833
245,0.2700000762939453,0.012762985977846907,0.009373188018798828,0.007653175970237131,0.0001,"(50, 50)",7,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 7}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.987012987012987,1.0,0.9956427015250537,1.0,1.0,0.996531137707608,0.005049426270512777
246,0.2819756031036377,0.011700430862800634,0.003124380111694336,0.006248760223388672,0.0001,"(50, 50)",8,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 8}",0.9913793103448273,1.0,1.0,1.0,1.0,0.998272592528009,0.003450725597576613,41,0.9967213114754099,1.0,1.0,1.0,1.0,0.999344262295082,0.001311475409836049
247,0.2962991714477539,0.013262034773151462,0.0031242847442626955,0.00624856948852539,0.0001,"(50, 50)",9,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 9}",1.0,0.9956331877729256,1.0,0.991304347826087,1.0,0.9973894297365199,0.003479036181174669,70,0.993464052287582,0.9956427015250542,0.9989071038251364,0.9870410367170638,1.0,0.9950109788709671,0.0046126381775958274
248,0.31322832107543946,0.015298226599940047,0.010679197311401368,0.006396765464371271,0.0001,"(50, 50)",10,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 10}",1.0,0.9827586206896546,0.9956331877729255,1.0,0.9913043478260869,0.9939400640274653,0.006455057585272002,119,1.0,0.9775401069518688,0.9978165938864626,0.9978165938864633,0.9989071038251368,0.9944160797099864,0.008476731838033479
249,0.32077865600585936,0.006146373547640183,0.006253623962402343,0.0076590997668989115,0.0001,"(50, 50)",11,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 11}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,0.9978165938864633,1.0,0.9995633187772928,0.0008733624454146937
