k,GMM,Kmeans
2,0.6547311953094832,0.7320562192176426
3,0.9126155341262019,0.9126155341262019
4,0.9537104508424641,0.9538944338693125
5,0.994989350585575,0.994989350585575
6,1.0,1.0
7,1.0,1.0
8,1.0,1.0
9,1.0,1.0
10,1.0,1.0
15,1.0,1.0
20,1.0,1.0
25,1.0,1.0
30,1.0,1.0
35,1.0,1.0
40,1.0,1.0
