k,GMM,Kmeans
2,0.8193315266485999,1.0
3,1.0,0.999096657633243
4,1.0,1.0
5,1.0,1.0
6,1.0,0.9995483288166215
7,1.0,1.0
8,1.0,1.0
9,1.0,1.0
10,1.0,1.0
15,1.0,1.0
20,1.0,1.0
25,1.0,1.0
30,1.0,1.0
35,1.0,1.0
40,1.0,1.0
