,0,1,2,3,4,5,6,7,8,9
2,0.9646925588297591,0.9641545381707944,0.9683742991496361,0.9611585433851335,0.9640271458907992,0.9614087386170602,0.9655022573953609,0.9654997563405419,0.9670309304708482,0.9618038393638281
3,0.9520664635989172,0.9497406199930387,0.952565383009028,0.9516838475744527,0.9525156903246184,0.9526350318444936,0.9542812912714667,0.9529734103081742,0.952003350193889,0.9546066223295715
4,0.9401847185757839,0.938191391207632,0.9384161996995669,0.9416369977262276,0.9421389288389213,0.9463298404432684,0.9415092175310062,0.940640121808716,0.9374786543250899,0.9422363703589268
5,0.9291545470191612,0.9256199789055103,0.926555529595776,0.9298537483682278,0.9304942512553399,0.9196816836620716,0.9237761523565977,0.9249845177418863,0.9250641191246659,0.9316626064600717
6,0.9176303070357443,0.9175738300353657,0.9090031445511989,0.9146355393264739,0.9186325124535177,0.920542813725159,0.9196920341766557,0.9144753124039369,0.9095672189080983,0.9188521239751675
7,0.9076002987444768,0.9051284852740636,0.9063762787223916,0.9038268431133984,0.9004416891065525,0.9063743490914196,0.9037992494110473,0.9063547898072207,0.9043106816331153,0.9024806407984777
8,0.8899867323265143,0.8875186119614216,0.8961114497056359,0.8943530621505182,0.893232148730402,0.883067422163066,0.8950071956415778,0.893530596892387,0.8872367482613576,0.891114870797391
9,0.8834340081933898,0.8737571155464845,0.8760858335512414,0.876916333447831,0.8814642119227444,0.8832275807670825,0.8829529531041865,0.8795952408979036,0.8765511377081552,0.8781603249993244
10,0.8657118832024163,0.8694562766792134,0.8719779299464945,0.8651986796696322,0.8722913993880872,0.8720177936970434,0.8604370334881586,0.8665281840471046,0.8715567707627712,0.8615961124160443
11,0.8568971736728863,0.8583566642816992,0.8547966557944403,0.858412418483132,0.856890028995056,0.8567319890915774,0.853180185969636,0.8554070167235742,0.8457289630116074,0.8622790317226011
12,0.8461986141244271,0.8423619959837588,0.8402432939640474,0.8429203252511785,0.8430357083502399,0.8425719972161606,0.8466620861024232,0.8437973726576605,0.8391660272440836,0.841670797232228
13,0.8359185736546609,0.8342342812544694,0.8347070104241043,0.8352654791698645,0.8346746154275062,0.8223624061665576,0.8330882943934954,0.8303535081303557,0.8329980063501731,0.8352965570412528
14,0.8160625037267353,0.8169425466093135,0.8204772533588093,0.8201445557383503,0.8209286421178987,0.8143316236022838,0.8202616599862168,0.8196300373735383,0.8158336616725352,0.8211186592369699
15,0.8090387231147024,0.8056604117608651,0.8098112309986758,0.8104862445680895,0.8131301147402453,0.7981966320120907,0.8146304613836168,0.8060754590683308,0.8037777329921847,0.8101658180913652
16,0.7975806941450673,0.799849849791845,0.7927329069140466,0.7950838270696657,0.7942990747010749,0.7946110834865313,0.788466403440808,0.7962848816028877,0.7989282323132577,0.7996790048648693
17,0.7836458342526817,0.7811500239520318,0.786141084588721,0.7830831037006146,0.785087115368547,0.78034099047255,0.781800043155534,0.7819097122413377,0.7833719101385272,0.7844511771367207
