,0,1,2,3,4,5,6,7,8,9
2,0.7558506642297487,0.8627499578078325,0.8381679377207958,0.8132712429680804,0.8277960930543057,0.8520287060748881,0.828128345878569,0.8422410737070974,0.8703595709613507,0.9572943186076307
3,0.6509046362891823,0.6524124464576251,0.7375744858909842,0.8319075707838759,0.7086660181794738,0.76838651447254,0.8222307341648035,0.7517613679918311,0.7472308360375858,0.7909568281376548
4,0.6426665847087494,0.6378623612922821,0.6773644664085613,0.6629723574730757,0.685906164579579,0.6295732213278398,0.601494232855736,0.6640331934731223,0.6332296602442722,0.7532818220607812
5,0.6044930157130659,0.5365691450575308,0.5869928480567331,0.5585013057786179,0.5108905953894048,0.5496260904640821,0.6834117859617721,0.6041072785480165,0.6158433450746327,0.662798891778664
6,0.5745446860846323,0.45801162771131815,0.45396915717390707,0.4880694692229379,0.5794876327304757,0.4759574967517275,0.4522173911638473,0.5081155482717715,0.5085181409354864,0.5901499820231667
7,0.3418674452018571,0.482072491362615,0.4541099551632052,0.3763779218335851,0.4834746143764716,0.42204170548821585,0.45742037828577997,0.4465649142650706,0.417758557234471,0.53362127044894
8,0.29429090837255145,0.2215026747191316,0.321169867764201,0.3320413485161597,0.31569554426672375,0.2862323107252968,0.28193600873066926,0.4157216120073431,0.32709440533633005,0.4781340408593261
9,0.26781395455268564,0.2049274377529331,0.26649693729394636,0.24887159879938872,0.21693610295239807,0.20528342320539106,0.271516023882462,0.4197635759609216,0.20786839718368333,0.3630380867352567
10,0.12601970869631993,0.26321987475110215,0.16359579269001623,0.1666666666666652,0.1492657006938725,0.19317006389758096,0.16993287902784146,0.34423163392950895,0.15630873790693384,0.29840647304762996
11,0.08333333333333258,0.15376664236561113,0.05536436898395049,0.08333333333333282,0.08333333333333282,0.1073660799580232,0.06848126100095717,0.23750694806191353,0.07891281324111965,0.13117966196558498
12,1.7921321641401682e-29,2.2505077132183146e-29,1.1414060167405298e-29,0.08333333333333282,0.0833333333333328,3.7144466798530004e-30,1.2504665562278163e-29,0.1330114922829696,2.68639824691936e-29,0.10420374338471361
13,5.605488979609899e-30,2.7959799520707526e-30,7.700375812791219e-30,0.08333333333333269,0.08333333333333279,6.588241263977745e-30,1.3375770457026938e-29,0.08333333333333397,4.58224341370479e-30,9.815831277729733e-29
14,2.280259096014379e-30,3.7953797463978664e-30,2.756690760650968e-30,0.08333333333333279,3.0209059609923006e-30,4.4562619412014574e-30,6.787683362765574e-30,3.195375424068821e-30,3.426353672511193e-30,1.096941063124275e-29
15,9.746302048859537e-30,2.1495303400178028e-30,1.5576119121677646e-30,0.08333333333333282,3.784787044177758e-30,2.8142857086552337e-30,4.350466562849899e-30,5.037665834672043e-30,1.2108219416403033e-30,3.198620482186926e-30
16,1.874905588595402e-30,2.322402976460074e-30,3.157017182011215e-30,0.08333333333333287,1.4169782019087127e-30,3.185831598341187e-30,1.3915025593995189e-30,1.6143033629525386e-30,3.0174558270464628e-30,3.0256235430251595e-30
17,1.4858499879392595e-30,1.7078000560482516e-30,4.813117131720649e-30,0.08333333333333279,1.9063415296103837e-30,2.4392738680235564e-30,1.4533075293637038e-30,1.8125173572983872e-30,6.1253996810803556e-30,1.1969125492264623e-29
