,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.10611615180969239,0.022799759200171688,0.005584573745727539,0.003372968592058934,relu,1.0,"(82,)",0.064,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (82,), 'NN__learning_rate_init': 0.064}",0.7734224653094247,0.7561454305201957,0.7306454950802364,0.7446248752608173,0.7085094850948495,0.7426894483742194,0.022104600737591965,1,0.7795320592660562,0.7541728544983054,0.7775870082178035,0.7404647650365284,0.7096259983909501,0.7522765370819288,0.025867608578592
