,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.03690032958984375,0.018743554209437897,0.0009974956512451172,7.136645101116069e-07,relu,10.0,"(12,)",0.128,"{'NN__activation': 'relu', 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12,), 'NN__learning_rate_init': 0.128}",0.9324370709382152,0.9280892448512585,0.8846109839816934,0.9016605378074005,0.9268032253121888,0.9147204974853965,0.01852715486830304,1,0.9222297471620228,0.9243976464854948,0.9116715399610136,0.9062404549185803,0.9136710025199013,0.9156420782094026,0.006754231146841571
