,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
10,0.3225907802581787,0.028000176810224004,0.001300954818725586,0.002601909637451172,0.1,"(50, 50)",12,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 12}",0.9934591914569031,0.9618325705568269,0.9782418001525554,0.9912472228606451,0.9978070175438597,0.9845117206310261,0.01308449636071637,95,0.9918121488361429,0.9849877450980392,0.9868994381378282,0.9945467756714964,0.9950908453124103,0.9906673906111834,0.004059135137687363
11,0.2392798900604248,0.047822142587008114,0.0,0.0,0.1,"(50, 50)",13,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 13}",0.9978260869565216,1.0,0.9749713958810068,1.0,0.9890733930897113,0.9923729135043747,0.009591133097947553,45,1.0,0.9994553376906319,0.982011810572182,0.999455930359086,0.9820289979573525,0.9925904153158506,0.008632668372587898
12,0.30200996398925783,0.01204245869078352,0.0031242847442626955,0.00624856948852539,0.1,"(50, 50)",14,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 14}",0.991304347826087,0.9945556826849733,0.9934782608695653,1.0,0.9923437140887154,0.9943353302327536,0.003033125756469591,30,0.9964579033367734,0.9983660130718952,0.9978213507625273,0.9989118607181718,0.9967355821545156,0.9976585420087767,0.0009371465089360545
13,0.27442731857299807,0.029785041760311076,0.0,0.0,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 15}",0.9869374523264683,0.9814549961861174,0.9923627002288329,0.9956236114303226,0.9649984677851835,0.9842777585470346,0.010774382979162316,97,0.9948059998853344,0.9931684296525629,0.9939907980736153,0.993441932497184,0.9770822595116735,0.9904978839240741,0.006731099869339491
14,0.3332627773284912,0.030704313634026772,0.0031195640563964843,0.006239128112792969,0.1,"(50, 50)",16,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 16}",0.9901887871853546,0.9902078565980168,0.9978260869565216,0.9923341377461121,0.9945366965448557,0.9930184698882378,0.0028918331246719302,40,0.9950872893016858,0.9945354603829836,0.997276688453159,0.9888152525628542,0.9983677910772578,0.9948164963555881,0.003311539716038168
15,0.3452450752258301,0.03757112314044466,0.003124237060546875,0.00624847412109375,0.1,"(50, 50)",17,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 17}",0.9695270785659803,0.985802822273074,0.991304347826087,1.0,0.9967201026583927,0.9886652173002586,0.010722298872249333,78,0.9850056616213738,0.9975472279555095,0.9956427015250544,0.9975495986293264,0.994825074451635,0.9941140528365798,0.004677494529561508
16,0.06014852523803711,0.015203258309812326,0.0031243324279785155,0.006248664855957032,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 2}",0.6015827612509534,0.6038520213577422,0.5962528604118993,0.6121246073699532,0.618732283766184,0.6065037028997613,0.007967190598496857,275,0.6117991056071551,0.6137107986469441,0.6134330925352596,0.6069881330775251,0.6045043239218829,0.6100870907577535,0.0036885988085822202
17,0.08461518287658691,0.013972172838073954,0.0,0.0,0.1,"(50,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 3}",0.5496758199847445,0.5768211289092295,0.5629099923722348,0.5829023979161878,0.5773337546924078,0.5699226739339286,0.012084692392456383,307,0.5660385133585598,0.5806691463134962,0.5562274251805985,0.5658977507015633,0.5840927638737756,0.5705851198855987,0.010324054369587696
18,0.0476435661315918,0.026457302135099652,0.0,0.0,0.1,"(50,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 4}",0.5974828375286041,0.5,0.49999999999999994,0.5,0.4956140350877193,0.5186315170885969,0.03947657686605237,317,0.6019288929021902,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.5005357176946718,0.5204929221193724,0.0407185140120836
19,0.08644213676452636,0.03394946472615274,0.0,0.0,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 5}",0.6669527078565979,0.6866132723112127,0.687728832951945,0.6985654638780358,0.7563730560024515,0.6992302006762796,0.030321518954838516,259,0.6862763014562551,0.6958132668271987,0.690651516454535,0.6719203391367427,0.7518735205123799,0.6993069888774223,0.027459755801694272
20,0.09400606155395508,0.007654182087470851,0.0,0.0,0.1,"(50,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 6}",0.8310545385202136,0.8071224256292907,0.8071796338672768,0.8196152225542022,0.8469125871447177,0.8223705297209079,0.015154965070157443,238,0.8392619109047128,0.8354349415204678,0.8117367561059511,0.8115875498730502,0.8208576136341941,0.8237757544076751,0.01164270623731848
21,0.09893078804016113,0.03198218966821044,0.00312957763671875,0.0062591552734375,0.1,"(50,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 7}",0.8476353928299007,0.8289187643020596,0.912909992372235,0.8983614877805869,0.8972362675247071,0.8770002534842487,0.03265357286918371,208,0.8604123667010664,0.884915004013301,0.9036431458548331,0.8719264837829066,0.8738244635664241,0.8789442927837061,0.014591623037445765
22,0.22860236167907716,0.132598491047075,0.0013009071350097655,0.002601814270019531,0.1,"(50,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 8}",0.8266495041952706,0.9553489702517163,0.8778985507246376,0.8885026430705585,0.967191450241324,0.9031037961453834,0.05202333114693291,187,0.8556125300997592,0.9653691520467835,0.8787983029469096,0.8611563508199224,0.9577448194070594,0.9037362310640867,0.047888164756125104
23,0.34707155227661135,0.04695776768443023,0.001300954818725586,0.002601909637451172,0.1,"(50,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 9}",0.9182398932112892,0.940036231884058,0.9706045003813882,0.9049691641768176,0.9519171837891672,0.9371584764975904,0.023403294382521703,154,0.9372420020639836,0.9566223053548905,0.9762516483201467,0.9057172651432716,0.9315918928850963,0.9414850227534777,0.023803635459629227
24,0.26999688148498535,0.029517238942542972,0.0,0.0,0.1,"(50,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 10}",0.9640827612509535,0.9531369183829138,0.9564073226544623,0.9704617712403278,0.9661236880410635,0.962038845734407,0.0063680145658206256,121,0.9746176613920421,0.9721720559568856,0.9642619109047128,0.9547545243685928,0.9626497981215278,0.9656911901487522,0.007107560390006267
25,0.15413479804992675,0.058461219329398115,0.0031242847442626955,0.006248569488525391,0.1,"(50,)",11,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 11}",0.9619088482074751,0.8822654462242563,0.8356311975591152,0.8928598789550294,0.9278135294568299,0.9000898052123233,0.04270646644610214,190,0.9566115554408898,0.8862175352597179,0.8451116557734204,0.8923061274650173,0.9214618769448102,0.9003417501767711,0.03722036739837928
26,0.238749361038208,0.06249244915562353,0.0,0.0,0.1,"(50,)",12,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 12}",0.8909992372234935,0.9399980930587338,0.924799771167048,0.9530136750172373,0.9420296100513292,0.9301579527030838,0.021552963307311854,161,0.9164767515193211,0.9623538011695907,0.9071959924320605,0.9571965737930244,0.9348354308649752,0.9356117099557943,0.02170367727063689
27,0.18669285774230956,0.05153706482200478,0.0,0.0,0.1,"(50,)",13,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 13}",0.9640827612509535,0.9204900839054156,0.9673722349351639,0.9519267601317706,0.9901698843177815,0.958801203731253,0.022805106397917725,127,0.976572354087834,0.926373839009288,0.980655529755762,0.945260449477884,0.9866682058110454,0.9631060756283627,0.023290433891216964
28,0.2949878692626953,0.017593344628818994,0.0,0.0,0.1,"(50,)",14,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 14}",0.9738749046529367,0.9825324180015256,0.9891113653699467,0.9857839194055007,0.9857743430628975,0.9834140110197191,0.005205418829145077,99,0.9882628855635823,0.9885405916752666,0.988266468868249,0.9871830436401121,0.9822697129794016,0.9869045405453223,0.0023637175713202285
