,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
29,0.16481428146362304,0.0356912747660212,0.0031241893768310545,0.006248378753662109,0.1,"(50,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 15}",0.93895881006865,0.932418001525553,0.9465961098398169,0.9169539569447638,0.9442225925074695,0.9358329522982839,0.010618733843674278,155,0.9426886251576656,0.9486834938653822,0.9595946565760807,0.9032376319607505,0.9242198089074699,0.9356848432934697,0.01986940152618363
30,0.2882176399230957,0.020700755671498126,0.0,0.0,0.1,"(50,)",16,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 16}",0.9847254004576659,0.9738176964149504,0.9792810831426392,0.989063816747108,0.9770024132383359,0.9807767663449517,0.0054615834392614795,107,0.9871628110308452,0.9852439513817223,0.9885262584565989,0.9841760447091612,0.9735311909398087,0.9837280513036273,0.005315919086741858
31,0.15413589477539064,0.059964530774402225,0.0,0.0,0.1,"(50,)",17,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 17}",0.8702231121281464,0.8527364607170099,0.8985983981693363,0.8579158047958324,0.9343924768252508,0.8827654437066463,0.030300094426618848,205,0.8916390752207317,0.8741597150556127,0.880443039789015,0.8614179457075768,0.9301878710650402,0.8875695293675954,0.02344098783760345
32,0.06822075843811035,0.005735249075798454,0.0,0.0,0.1,"(25,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 2}",0.6036994660564454,0.5908657513348589,0.6006006864988558,0.6231374013636712,0.5990145943461274,0.6034591386026433,0.010710285361944473,280,0.6115715657608072,0.6009596089897946,0.6115500659328058,0.6059292256075444,0.605044217589676,0.6070109367761256,0.004075774322141648
33,0.06457443237304687,0.01773926475994971,0.0,0.0,0.1,"(25,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 3}",0.5671052631578947,0.5649504195270785,0.565045766590389,0.5207279935646978,0.5828257871753619,0.560135920072882,0.02079383932077463,316,0.5761308909528724,0.5725278781103084,0.5780067509459924,0.5170901699978999,0.5868548718095564,0.5661221123633259,0.024965707697888716
34,0.050769996643066403,0.0031889145457477362,0.0,0.0,0.1,"(25,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 4}",0.6244755911517924,0.5863463005339435,0.5930968726163234,0.6187418601087873,0.6154140810541638,0.6076094200722971,0.015049497190578427,274,0.608602797844284,0.624084465657608,0.6164735265451209,0.608296107515797,0.6116106370387338,0.6138135069203088,0.005916318429001498
35,0.0770660400390625,0.013683800922642398,0.0,0.0,0.1,"(25,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 5}",0.7200896262395118,0.6984267734553775,0.723512585812357,0.7267965218723665,0.7366553665823949,0.7210899730599424,0.012612689459282603,253,0.7369119797041624,0.7251067824790735,0.7125867159729388,0.7098256471565202,0.7073710698127255,0.7183604390250842,0.01110511231257747
36,0.14345769882202147,0.018362846189629606,0.003124046325683594,0.006248092651367188,0.1,"(25,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 6}",0.8670099160945843,0.8342295957284517,0.8626430205949658,0.8644372941086339,0.8905807094154602,0.8637720973316083,0.017908369846667008,221,0.8774527720444905,0.865665491342736,0.8662388200894392,0.8698531131283048,0.8633242774373363,0.8685068948084614,0.004937981018359158
37,0.1710662364959717,0.030256168674182793,0.0,0.0,0.1,"(25,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 7}",0.8931350114416476,0.8832856598016781,0.9085812356979406,0.9158095840036775,0.9146939400904006,0.9030939971313162,0.012790241067033133,188,0.9142909356725147,0.9148535145052173,0.9069290362343768,0.8944531742168259,0.8933608589618768,0.9047775039181623,0.009312271798467423
38,0.10156803131103516,0.02676175589019316,0.0,0.0,0.1,"(25,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 8}",0.8778604118993135,0.8441361556064073,0.8573321891685737,0.8513847391404274,0.866611123879568,0.8594651963965177,0.011785640209680209,225,0.8943623867675727,0.8725579778695104,0.8502124899667468,0.854411855945631,0.8372924541358836,0.8617674329370688,0.019826813573514793
39,0.20676989555358888,0.040388990207184616,0.003118610382080078,0.006237220764160156,0.1,"(25,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 9}",0.7646834477498092,0.8212814645308925,0.8465579710144928,0.8918495748103886,0.8863000842718151,0.8421071220571216,0.046637238971730686,233,0.7932182375874326,0.8693545034973051,0.8398961558307534,0.8863547691999311,0.8520199181986522,0.8481687168628149,0.03165386023463071
40,0.14476532936096193,0.04405069452400498,0.0031241893768310545,0.006248378753662109,0.1,"(25,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 10}",0.9096395881006865,0.8009057971014493,0.9280892448512585,0.951907607446564,0.9464538803340229,0.9073748469505049,0.055288346625787445,183,0.9094606409815389,0.8305025226464854,0.9291079004701295,0.9326967360594084,0.9403053590859628,0.9084146318487051,0.040264727318842314
41,0.20049376487731935,0.054930350843866035,0.0031188488006591796,0.006237697601318359,0.1,"(25,)",11,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 11}",0.8866132723112128,0.9170861937452326,0.9225877192982456,0.979224124722286,0.9540527081896882,0.9318925436692008,0.03189468880298722,159,0.9030590671941291,0.9208340499942668,0.9276727869510378,0.9787520521925052,0.9410901437489261,0.934281620016173,0.025390301109169375
42,0.1710782527923584,0.05348013511019002,0.0,0.0,0.1,"(25,)",12,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 12}",0.91058352402746,0.8517353165522502,0.9281083142639206,0.9431739829924156,0.8764795449321995,0.9020115795948344,0.033550887679922425,189,0.9181286549707602,0.8867836973970874,0.915120470702901,0.9509209810434682,0.8653391844682434,0.907258597716492,0.02919873168315467
43,0.20674419403076172,0.021197787306730973,0.003124427795410156,0.006248855590820312,0.1,"(25,)",13,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 13}",0.9575610221205186,0.9738939740655987,0.9651983218916859,0.9705000766107407,0.9846970045200337,0.9703658625367426,0.009038289419693318,115,0.9681103801169593,0.9795626218323585,0.9741124154340097,0.9575166323043734,0.9801310181738351,0.9718866135723072,0.008397640200909834
44,0.2562102317810059,0.06432080471293079,0.0,0.0,0.1,"(25,)",14,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 14}",0.974952326468345,0.9912471395881007,0.9792810831426394,0.8808846625296868,0.9923341377461121,0.9637556986404593,0.04195341934118543,120,0.9874405171425296,0.9975364780415089,0.9817090213278293,0.8612691020941907,0.9890768474505086,0.9634063932113135,0.051319560514913536
45,0.1572638988494873,0.031044939514218186,0.0,0.0,0.1,"(25,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 15}",0.9487700228832953,0.9520404271548437,0.8770308924485125,0.9584482494445721,0.9595255879874358,0.9391514701244948,0.03132663882080226,153,0.9473343796582961,0.9615099329205367,0.8996638860222451,0.9645352499856823,0.9498244898153979,0.9445735876804315,0.02339821788378016
46,0.11586031913757325,0.03784408983334832,0.0,0.0,0.1,"(25,)",16,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 16}",0.932418001525553,0.8616418764302058,0.8997711670480548,0.9551683521029648,0.9748285834674021,0.9247421230275139,0.04024483416287892,168,0.9511470158238736,0.8987626848985208,0.9066692466460267,0.9495420150621383,0.9656317412137524,0.9343505407288625,0.026548692986711822
47,0.11274156570434571,0.03312597108920763,0.0,0.0,0.1,"(25,)",17,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 17}",0.8561022120518689,0.8147978642257819,0.8193363844393593,0.8907243545545086,0.9004874358385047,0.8562667119227197,0.035285667513949466,230,0.8682221792225662,0.8521600160532049,0.8083236584107326,0.8931201439398275,0.8849173395949067,0.8613486674442475,0.030027444404116654
48,0.08332591056823731,0.010227022400857063,0.0,0.0,0.1,"(25, 25)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 2}",0.5779366895499617,0.5951945080091533,0.5725305110602592,0.594810579943308,0.5545181184402054,0.5790006098324381,0.015192226720369812,302,0.5836773305813554,0.6058759029927759,0.576069974773535,0.5908539626405512,0.5453442075673404,0.5803642757111116,0.02008332235635486
49,0.08333268165588378,0.0026115547520310684,0.0,0.0,0.1,"(25, 25)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 3}",0.5768020594965675,0.5748188405797101,0.5889016018306635,0.5894621925994025,0.5806806864322378,0.5821313618567198,0.0060594018881020605,293,0.5991804982226809,0.572022632152276,0.5861444358445131,0.573527253593723,0.58768141620373,0.5837112472033846,0.010013169564201455
50,0.10153889656066895,0.02777276931584843,0.0031241416931152345,0.006248283386230469,0.1,"(25, 25)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 4}",0.6299389778794813,0.6103737604881768,0.6170671243325705,0.5480157818126101,0.6449714624990424,0.6100813442724151,0.03319183245210771,273,0.6374878167641326,0.635334250659328,0.6388655974085541,0.5453316796479774,0.6397241829410304,0.6193487054842046,0.03703823505026288
51,0.18982362747192383,0.04931662906680894,0.003129720687866211,0.006259441375732422,0.1,"(25, 25)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 5}",0.8168764302059497,0.7452707856598016,0.818011060259344,0.8109199034704666,0.8393041829464494,0.806065366574505,0.031891269958972186,252,0.8316473884875588,0.7692710124985666,0.8221104231166151,0.8227764732833169,0.8230589480365765,0.8137728490845267,0.02252431859832792
52,0.15100655555725098,0.03850370243093962,0.0,0.0,0.1,"(25, 25)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 6}",0.8452707856598016,0.8604691075514874,0.8780320366132722,0.8623209223933197,0.8993813682678313,0.869087985111592,0.018355381114896274,220,0.8543135821580093,0.8706677846577228,0.8805039559683522,0.8827786447893399,0.8770304177882137,0.8730588770723274,0.010225259158168971
53,0.2174142837524414,0.04755361085079596,0.0031244754791259766,0.006248950958251953,0.1,"(25, 25)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 7}",0.9171624713958811,0.8975019069412663,0.9336098398169336,0.9344116295104574,0.9573517582165021,0.9279970928374173,0.019907437241393617,162,0.9254977210182319,0.9353446422428621,0.9375304580896687,0.9269234532195558,0.9438522516847067,0.9338297052510051,0.0068346224629449075
54,0.1421663761138916,0.07131459679966738,0.0,0.0,0.1,"(25, 25)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 8}",0.9028890160183067,0.7779748283752861,0.9008867276887872,0.9759442273806788,0.9190511759748717,0.8953187700545697,0.06468926688976254,191,0.9287298618277721,0.8100185615181745,0.8913757023277147,0.9773814381574172,0.8909229855105665,0.899685709868329,0.054893037835701604
55,0.2575294017791748,0.11163317824108852,0.0,0.0,0.1,"(25, 25)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 9}",0.8038901601830664,0.8223016781083143,0.9923817696414952,0.9868804106335708,0.9846970045200336,0.9179906722351727,0.08592205269096423,169,0.8425836343309254,0.8589808364866414,0.9948131664946681,0.9847117624038332,0.9874404625546453,0.9337059724541428,0.06798558913279032
56,0.2668945789337158,0.042601027053215945,0.0,0.0,0.1,"(25, 25)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 10}",0.98476353928299,0.9531369183829138,0.9880148741418764,0.9923437140887151,0.975953803723282,0.9788394741310839,0.013934730801990942,109,0.9931755962618969,0.970253196307763,0.9907228242174062,0.9934544604165473,0.9792752419678138,0.9853762638342856,0.009171719506126849
57,0.2731119155883789,0.0325672855253332,0.0013010978698730468,0.0026021957397460937,0.1,"(25, 25)",11,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 11}",0.9695270785659802,0.984744469870328,0.991304347826087,1.0,0.9923532904313186,0.9875808251987911,0.010246049580885657,85,0.9792598325880062,0.993456885678248,0.9931863461758974,0.9978195454632226,0.9942810048107209,0.9916007229432189,0.006389284471971296
58,0.33460197448730467,0.07287624633410807,0.0,0.0,0.1,"(25, 25)",12,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 12}",0.982589626239512,0.9203947368421053,0.9880339435545384,0.9923437140887154,0.9956236114303226,0.9757865158497503,0.028048181715054025,113,0.9877146399495471,0.9467789674349271,0.9945426269923173,0.9931845135826507,0.9983594391310157,0.9841160374180916,0.018978051836578913
59,0.1835566520690918,0.020925453352996427,0.003124380111694336,0.006248760223388671,0.1,"(25, 25)",13,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 13}",0.9956521739130435,0.9804157131960336,0.9847826086956523,0.9956331877729259,1.0,0.9912929328315339,0.0074077533934236665,59,0.9983660130718955,0.989106753812636,0.9950980392156863,0.9893885540156155,0.9893885540156155,0.9922695828262897,0.00378868760052171
60,0.24504690170288085,0.015240499376788823,0.003124380111694336,0.006248760223388671,0.1,"(25, 25)",14,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 14}",0.9902078565980168,0.977107170099161,0.984744469870328,0.9989035087719298,0.9978165938864629,0.9897508999318285,0.008172398588398907,75,0.996180197225089,0.9929050567595458,0.9847136222910217,0.9986377379111543,0.9964531074012558,0.9937779443176133,0.004888123910421351
61,0.24813809394836425,0.05874476110649837,0.0,0.0,0.1,"(25, 25)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 15}",0.9956331045003814,0.8920385202135775,0.9869183829138064,0.9956140350877194,0.9923341377461121,0.9724951119089328,0.04036862735449398,114,0.9939872147689487,0.9194706025685128,0.9907120743034056,0.9912656539335278,0.9920838463814595,0.9775038783911707,0.02903783687805866
62,0.20048799514770507,0.05314645745996087,0.0031242847442626955,0.006248569488525391,0.1,"(25, 25)",16,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 16}",0.8920957284515636,0.9651411136536995,0.985802822273074,0.9967201026583927,0.9562456906458285,0.9591910088030721,0.036508346789808674,125,0.9055906719412912,0.9825242231395481,0.9743507051943584,0.9937327591966859,0.9473866163640875,0.9607169951671942,0.03152168912617198
63,0.25753207206726075,0.07887885453441609,0.003124237060546875,0.00624847412109375,0.1,"(25, 25)",17,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 17}",0.9695080091533181,0.8105072463768117,0.9934782608695653,0.9978165938864629,0.9989035087719298,0.954016867727885,0.07257415122180765,136,0.9847243722050224,0.8491948314413483,0.9956355349157207,0.995913213733463,0.9975454226562052,0.9646026749903518,0.057883444795101234
64,0.1679232120513916,0.015572682536236703,0.0031242847442626955,0.006248569488525391,0.1,"(100, 25, 100)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 2}",0.5842868039664377,0.5963100686498854,0.5952517162471395,0.5969748333716387,0.6176740979085268,0.5980941219040982,0.010828791280035702,286,0.6050893676183924,0.6093929165233344,0.5920318054122233,0.5916011635454249,0.6091685876143023,0.6014567681427355,0.008020140323978554
65,0.17235393524169923,0.0547776677650494,0.0031242847442626955,0.00624856948852539,0.1,"(100, 25, 100)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 3}",0.6071414950419526,0.5811880244088481,0.57801296720061,0.5,0.5773816364054241,0.5687623590375097,0.036089553597788086,311,0.6108244467377595,0.5863898922141956,0.5869668042655658,0.49999999999999983,0.5879346591451424,0.5744231604725327,0.03833266680273294
66,0.2606266975402832,0.05649325746977228,0.0,0.0,0.1,"(100, 25, 100)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 4}",0.6786899313501144,0.6133771929824561,0.6127002288329518,0.6831762813146404,0.6765781812610128,0.6528886263523543,0.032623465918270145,264,0.6580416523334481,0.6654752178649236,0.63552237415434,0.6578315006777007,0.6575740817631675,0.6548889653587159,0.010128587229936592
67,0.2806728363037109,0.05240709538081257,0.0,0.0,0.1,"(100, 25, 100)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 5}",0.8113749046529367,0.8191266209000764,0.8244755911517925,0.8066105492990117,0.8218369340381523,0.8166863559350798,0.006675810007206698,245,0.817702958376333,0.8300420679967894,0.824246072698085,0.8217676774907889,0.814893727449745,0.8217305008023483,0.00526068819005105
68,0.23250241279602052,0.03752329930577861,0.0,0.0,0.1,"(100, 25, 100)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 6}",0.8779557589626241,0.8843821510297484,0.8941552250190695,0.860156668964989,0.9037673331801119,0.884084665136302,0.014820699186778597,201,0.8929774395138171,0.8908238734090127,0.8932336457975002,0.8580255641143117,0.8827619408968557,0.8835644927462996,0.013324231012127105
69,0.4642542839050293,0.04572592887164507,0.006248617172241211,0.007652961835363219,0.1,"(100, 25, 100)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 7}",0.9433638443935928,0.9377288329519451,0.9553489702517163,0.9530424040450471,0.9639307055849231,0.9506783985846693,0.009210901658019029,139,0.9511649323472081,0.9664298102281849,0.9604313582158011,0.9512285116354541,0.9509502128553154,0.9560409650563928,0.006325421993514167
70,0.42099604606628416,0.040799742419408654,0.003124237060546875,0.00624847412109375,0.1,"(100, 25, 100)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 8}",0.985783752860412,0.9934591914569032,0.9912852784134248,0.9868708342909678,0.9912663755458516,0.9897334741923889,0.002913528276860597,76,0.9948059998853344,0.9964543200321063,0.9937202585712647,0.9934586363896681,0.9942768288375998,0.9945432087431947,0.0010626295659928774
71,0.43170766830444335,0.011042228355249054,0.0031249523162841797,0.006249904632568359,0.1,"(100, 25, 100)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 9}",0.9978070175438597,0.9923436308161708,1.0,0.9967105263157895,0.9967201026583927,0.9967162560158389,0.002494424757381957,16,0.996991815732141,0.9989070920765968,0.9969918157321408,0.9978111935169806,0.997541246683084,0.9976486327481886,0.0007049106094996795
72,0.4410553455352783,0.06495490326656465,0.0013010025024414063,0.0026020050048828126,0.1,"(100, 25, 100)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 10}",0.9869374523264683,1.0,0.9978260869565219,0.9967105263157895,0.9879769018616409,0.9938910957554468,0.005368507280322692,34,0.9969953990368079,0.9994553376906319,0.9994553376906319,0.9991818075520683,0.9877396412003894,0.9965655046341059,0.0045083918573213715
73,0.3983604907989502,0.03020726463337463,0.0,0.0,0.1,"(100, 25, 100)",11,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 11}",0.9967295957284515,0.9967295957284515,1.0,0.9978165938864629,0.9967201026583927,0.9975993706162957,0.00127278147554647,8,0.9997258771929827,0.9991776315789473,0.9994517543859649,0.9991818075520683,0.9980894922971192,0.9991253126014165,0.0005560745858238423
74,0.4561659336090088,0.01861754881549774,0.006248903274536133,0.00765331240108212,0.1,"(100, 25, 100)",12,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 12}",0.9934782608695653,0.9901697177726927,0.9902078565980168,0.9879673255190378,0.991237646518042,0.9906127505309883,0.0017865424516677114,70,0.9969953990368079,0.9950944559110193,0.9939943813782822,0.9953649681194279,0.9956307389802034,0.9954159886851481,0.0009661892677996658
75,0.28822736740112304,0.015301624094905958,0.0,0.0,0.1,"(100, 25, 100)",13,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 13}",0.9869565217391304,0.9945556826849733,0.9934782608695653,1.0,0.9956331877729259,0.9941225766674187,0.004213767954122722,31,0.9950980392156864,0.9994553376906319,0.9978213507625273,0.9967355821545156,0.9967355821545156,0.9971691783955755,0.0014364875232025104
76,0.348356294631958,0.03339627086767087,0.0062484264373779295,0.00765272823381763,0.1,"(100, 25, 100)",14,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 14}",0.9880148741418764,1.0,0.9978260869565216,1.0,1.0,0.9971665400564471,0.004654314699053284,12,0.9959060744180713,1.0,1.0,0.999455930359086,1.0,0.9990724009554315,0.0015971248233692934
77,0.4160499095916748,0.03794747052056067,0.0,0.0,0.1,"(100, 25, 100)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 15}",0.9978260869565216,0.9934591914569031,0.9945556826849733,0.9989035087719298,0.9967201026583927,0.9962920283381774,0.0020197999818501204,17,0.9997258771929827,0.9972731051484922,1.0,0.9986377379111543,0.9980894922971192,0.9987452425099497,0.0010143781081818502
78,0.3777761936187744,0.029229256977968854,0.0,0.0,0.1,"(100, 25, 100)",16,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 16}",0.98476353928299,0.9934782608695653,1.0,1.0,0.9978165938864629,0.9952095220877714,0.005742173314837454,21,0.9950944559110195,0.9989070920765968,0.9986365525742462,1.0,0.999455930359086,0.9984188061841897,0.001727017184578315
79,0.43792409896850587,0.032155691762601094,0.0013010501861572266,0.002602100372314453,0.1,"(100, 25, 100)",17,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 17}",0.9945556826849732,0.9978070175438597,1.0,1.0,0.9978070175438597,0.9980334362236065,0.0019968955915337454,4,1.0,1.0,1.0,1.0,0.9989035087719297,0.9997807017543859,0.00043859649122812705
80,0.10336060523986816,0.02499381307657805,0.0031243324279785155,0.006248664855957032,0.01,"(50, 50)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 2}",0.5810926773455377,0.5920766590389016,0.5951945080091532,0.5784877039760976,0.6013224929135065,0.5896346505610803,0.008608560826403476,289,0.597492761724573,0.5944881607613806,0.6015114379084967,0.5819123093369986,0.5929676016073916,0.5936744542677681,0.006565174738472629
81,0.17860307693481445,0.09473673280120638,0.0,0.0,0.01,"(50, 50)",3,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 3}",0.6071033562166285,0.5940026697177727,0.6040045766590388,0.5992348502260018,0.4978070175438597,0.5804491110856053,0.04153597686120974,297,0.6126931401215457,0.6252060400183463,0.6050786177043916,0.5780620621193897,0.5008140164748104,0.5843707752876968,0.04454216370611868
82,0.16038284301757813,0.04993746064885837,0.006258153915405273,0.007664641915609144,0.01,"(50, 50)",4,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 4}",0.6223970251716247,0.6252860411899314,0.6235697940503432,0.6133838964222784,0.6831283996016241,0.6335444530393629,0.02511827688343684,267,0.623380346290563,0.685292684325192,0.6350135448916409,0.6068977530878338,0.6562243475936849,0.641361735237783,0.027211106072838716
83,0.2405716896057129,0.042908275794455344,0.0,0.0,0.01,"(50, 50)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 5}",0.8114702517162471,0.7887681159420289,0.8342868039664377,0.7815157435072397,0.8207308664674787,0.807357991705728,0.019668270328317597,249,0.8175112515766543,0.8033966144937507,0.8324410904712761,0.7910340067388273,0.8135732250921099,0.8115912376745238,0.013881230443945168
84,0.1747044086456299,0.01083987027084617,0.0013010025024414063,0.0026020050048828126,0.01,"(50, 50)",6,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 6}",0.8823226544622426,0.8550629290617849,0.8725305110602594,0.8666685819351874,0.8928215735846167,0.8738778288844478,0.012944953935122142,214,0.8764100303864237,0.8774993550051599,0.8837575966058939,0.8824919940629593,0.8786542747647136,0.8797626501650301,0.0028635633594232004
85,0.21114754676818848,0.04625715224755759,0.0,0.0,0.01,"(50, 50)",7,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 7}",0.8964626239511823,0.8985602593440123,0.9390732265446224,0.907075959549529,0.9321803416839042,0.9146675897593396,0.017613657822945588,173,0.926305756220617,0.9268683350533196,0.9435324934067193,0.9097163559742663,0.9061778153217647,0.9225201511953373,0.013459310140911727
86,0.3533055782318115,0.020184916169705375,0.0,0.0,0.01,"(50, 50)",8,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 8}",0.9825514874141876,0.9880339435545387,0.9880339435545384,0.9978165938864629,0.9978165938864629,0.9908464482343681,0.00602921123375323,68,0.9934533023735811,0.9940051312922831,0.9940051312922831,0.995369144092549,0.995369144092549,0.994440370628649,0.0007846541396682666
87,0.46865205764770507,0.06497357932908697,0.0031242847442626955,0.006248569488525391,0.01,"(50, 50)",9,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 9}",0.9858218916857362,0.9879958047292143,0.9978260869565216,0.9956331877729259,0.9956331877729259,0.9925802516457812,0.004751649425673359,41,0.9923639777548448,0.9918228987501432,0.9983660130718954,1.0,0.9978195454632227,0.9960744870080213,0.0033331623001622316
88,0.30826387405395506,0.046527564137268426,0.0,0.0,0.01,"(50, 50)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 10}",0.9641018306636157,0.9803775743707095,0.9825705568268498,0.9956236114303226,0.9890733930897113,0.9823435594903702,0.010567215215334547,100,0.9710791480334824,0.9920862716431601,0.983635047586286,0.9959048617872209,0.9877354652272684,0.9860881588554836,0.008559752245248754
89,0.2975905895233154,0.024680036839643767,0.0031292915344238283,0.006258583068847657,0.01,"(50, 50)",11,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 11}",0.9945556826849733,0.9814740655987796,1.0,0.9934402053167855,0.9923532904313186,0.9923643383635081,0.0060492308507135205,46,0.9967284428391241,0.9959096577227382,0.9989070920765968,0.9907382881850981,0.9893760260962525,0.994331901383962,0.003650749281317713
90,0.3301307201385498,0.025291151012794322,0.0013065338134765625,0.002613067626953125,0.01,"(50, 50)",12,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 12}",0.9967295957284515,0.9618325705568269,0.9847635392829902,0.9923437140887154,0.9978070175438597,0.9866903982462503,0.013253183995726664,87,0.9926309339525287,0.985806530214425,0.9923568111455108,0.9945467756714964,0.9950908453124103,0.9920863792592742,0.0033132021977191704
