,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.24868392944335938,0.12282297488046187,0.0,0.0,relu,10.0,"(12,)",0.128,"{'NN__activation': 'relu', 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12,), 'NN__learning_rate_init': 0.128}",0.5,0.5,0.49999999999999994,0.5,0.5,0.5,2.483258240809192e-17,1,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.49999999999999983,0.4999999999999999,7.021666937153402e-17
