1,3.5255123784671007
2,2.9982125315505526
3,2.4881405686630576
4,2.4395422030936476
5,2.123047739024994
6,2.048119588679282
7,1.8084844929003243
8,1.626370591105187
9,1.5832269517261217
10,1.5349357113820072
11,1.4759124457983832
12,1.426269084631781
13,1.3442391145604236
14,1.3201493569755551
15,1.263141961815897
16,1.2565251523208827
17,1.2159287588927197
18,1.2008548510344912
19,1.1825189307040012
20,1.1333044136720472
21,1.131433493177954
22,1.123124980190574
23,1.098277661955503
24,1.0946998680199542
25,1.0847121557845059
26,1.0802576621852387
27,1.070786338270328
28,1.052979368116859
29,1.040323807903244
30,1.0362541548565394
31,1.0239096032953707
32,1.0174853145631446
33,1.0150606990093969
34,1.0102666296064473
35,1.0079059041052723
36,1.0039061143036063
37,1.0025960744912066
38,1.0025010195334854
39,1.0015916631402926
40,1.0010228209149283
41,0.9996162311591622
42,0.9985878579916868
43,0.9960320376775729
44,0.9937848528285281
45,0.9905807723093752
46,0.982989335381247
47,0.9803544629486901
48,0.9723565286479638
49,0.9644567169995824
50,0.9598188820747837
51,0.9532901212143444
52,0.9448877191499054
53,0.9336515798627777
54,0.9200040790580247
55,0.9102260219699984
56,0.9055100944296287
57,0.8804043052302973
58,0.8557646922299268
59,0.847726448851909
60,0.8074385451237929
61,0.7775930222999881
62,0.764303836635945
63,0.7277547567924719
64,0.7160968505741515
65,0.6841463085563503
66,0.5128801401240219
67,0.4970842778086627
68,0.4567169728346202
69,0.40549456008764634
70,0.38790467724155564
71,0.30277493238043857
72,0.10184481853434743
73,3.487598655920566e-30
74,2.2789775187980853e-30
75,1.5728774919608599e-30
76,1.4162270078953284e-30
77,1.3370922379291623e-30
78,1.1641560761389876e-30
79,6.831557041308971e-31
80,2.851771985612367e-31
81,6.303708965570585e-32
82,1.941011705473117e-32
