,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.09694042205810546,0.018620259826069793,0.0025932788848876953,0.0004886166670358715,relu,1.0,"(82,)",0.064,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (82,), 'NN__learning_rate_init': 0.064}",0.9913793103448273,0.9913043478260867,1.0,1.0,0.9956331877729258,0.9956606541103105,0.0038727460915941644,1,0.9945474372955289,0.9997588618278274,0.9962460756340002,0.9978165938864633,0.9989071038251367,0.9974552144937914,0.0018688260353775994
